,E_Equipment Serial Number,M_Module Serial Number,E_OEM Nameplate SN,M_Module OEM Nameplate SN,P_Site Customer Legacy Code,P_Site Customer Name,P_Plant Name,P_Site Country,P_Sales Region,E_Equipment Type,M_Module Type,E_Equipment Code,M_Module Code,E_Equipment Model,M_Module Model,E_Equipment Status,M_Module Status,E_Manufacturing Location,M_Module Manufacturing Location,E_Contract Type,M_Module Contract Type,P_Plant Account Manager Fullname,P_Plant Account Manager SSO or 4-3-1,P_Country Code 2Alpha,P_Cust Parent Commercial Entity Code,P_Cust Parent Commercial Entity Name,P_Cust Global Commercial Entity Name,P_Cust Global Commercial Entity Code,P_Site Operator Address Line 1,P_Site Operator Address Line 2,P_Site Operator City,P_Site Operator Country,P_Site Operator Country Iso Code,P_Site Operator Country Iso Name,P_Site Operator Postal Code,P_Site Operator State,P_Site Owner Country,P_Site Owner Country Iso Code,P_Site Owner Country Iso Name,P_Cust Parent HQ Adr Line 1,P_Cust Parent HQ Adr Line 2,P_Cust Parent HQ City,P_Cust Parent HQ Country,P_Cust Parent HQ Legacy Code,P_Cust Parent HQ Party Name,P_Cust Parent HQ State,P_Cust Parent HQ Zip Code,P_Cust Site Trade Style Name,P_GE Industry,P_Gps Coordinates Verified,P_Merged To Plant Sys Id,P_Network Name,P_Network Type,P_Site Operator Legacy Code,P_Site Operator Name,P_Site Owner Legacy Code,P_Site Owner Name,P_Plant Address Verified,P_Plant Latitude,P_Plant Longitude,P_Plant Record Status,P_Plant Status,P_Plant Sys Id,P_Sanctioned Country,P_Site Address Line 1,P_Site Address Line 2,P_Site City,P_Site Country ISO Name,P_Site Postal Code,P_Site State,P_Watchlist Flag,P_PLANT Parent Sys Id,B_Block Sys Id,B_Block Name,B_Block Status,B_Block Parent Sys Id,B_Block Record Status,B_Merged To Block Sys Id,B_Block Type,T_Compr Sour Service,T_Location,T_Merged To Train Sys Id,T_Train Commissioning Date,T_Train Name,T_Train Parent Sys Id,T_Train Record Status,T_Train Service Type,T_Train Status,T_Train Sys Id,E_Account Manager Fullname,E_Account Manager SSO or 4-3-1,E_Agreement ID,E_Agreement Name,E_Altitude,E_Anti Ice Sys,E_Combustion System,E_Compr Cylinder Lube,E_Compr Cylinder Valve,E_Compr Impeller/Cylinder Number,E_Compr Impeller Size,E_Compr Phase Num,E_Compr Pressure Class,E_Compr Process Gas,E_Compr Sealing,E_Control Curve Doc Code,E_Control Curve Type,E_Control OEM,E_Control System,E_Control Type,E_Cooling System,E_Contract Job Number,E_Contract End Date,E_Contract Start Date,E_Design Humidity,E_Driver/Driven Equipment,E_DS Exception,E_Design Ambient Temp,E_Duty Cycle,E_Environment,E_Equipment Class,E_Expected COD,E_Actual COD,E_Install Start Date,E_Equipment Latitude,E_Equipment Longitude,E_Equipment Name,E_Equipment Parent Sys Id,E_Equipment Record Status,E_Equipment Sys Id,E_Excitation System,E_Exciter Config,E_Exciter Model,E_Exciter OEM,E_Exciter Type,E_Expected Retirement Year,E_Extendor Kit Installed,E_Ibh Installed,E_Ibh System Inlet Exhaust,E_Igv,E_Inlet Filter,E_Inlet Pres Drop,E_Machine Mgt Sys,E_Main Warranty Active,E_Main Warranty End Date,E_Main Warranty Pm Fullname,E_Main Warranty PM SSO or  4-3-1,E_Main Warranty Project,E_Main Warranty Start Date,E_Manufacturer Group,E_Master Job,E_Max Ambient Temp,E_Merged To Equipment Sys Id,E_Min Ambient Temp,E_Equipment Job Number
570,822554,,G09086,,CAT135603,CHENIERE ENERGY INCORPORATED,CHENIERE SABINE PASS LNG,UNITED STATES,North America,AD Gas Turbine,,PGT25+G4,,HA-MGW,,InService,,"Florence, Italy",,CSA,,,,US,CE0015697,CHENIERE ENERGY,CHENIERE ENERGY,CE0015697,700 MILAM ST STE 800,,HOUSTON,UNITED STATES,US,United States of America,77002-2835,TX,UNITED STATES,US,United States of America,700 MILAM ST STE 800,,HOUSTON,UNITED STATES,008601684,"CHENIERE ENERGY, INC.",TX,77002-2835,CHENIERE SABINE PASS LNG,Natural gas,Y,,,,008601684,"CHENIERE ENERGY, INC.",008601684,"CHENIERE ENERGY, INC.",Y,29.74891,-93.86741,Active,InService,PLA00237040,N,9243 GULF BEACH HWY,,CAMERON,United States of America,70631-0000,LA,N,MPCCE0015697,BLC330513,CHENIERE SABINE PASS LNG TR5,InService,PLA00237040,Active,,,,Onshore,,2019-03-07,CHENIERE SABINE PASS LNG TR5 ET1 - 35TC-1511,BLC330513,Active,Ethylene Refrigerant (LNG),InService,UNI255774,"Rigaglia, Pierangelo",105046212,AGR334,Cheniere Sabine Pass,,Y,Singular Annular Combustor (SAC),,,,,,,,,,,GE,Mark VIe,Dual,,"239X002,2854400,2854401,285X029,239X007,2854458,2854501,2854459,2392373,2392374,2392388,2392389,2392270",2039-12-17,2015-01-01,100.0,Compressor,,42.0,Continuous - Greater than 6000 hrs/yr,Marine (salty),LM2500+G4,,2019-03-07,,29.74891,-93.8674,CHENIERE SABINE PASS LNG TR5 ET1 - 35TC-1511/GT,UNI255774,Active,SY0501918,,,,,,,,,,Variable,Multistage 2 - HE,,,N,2020-09-06,,,1629273.0,2019-03-07,BAKER HUGHES,1609271.0,42.0,,-5.0,1609273
571,297028,,G06135,,CAT775534,OMAN LIQUEFIED NATURAL GAS L L C,SUR,OMAN,MENAT,HD Gas Turbine,,71EA,,PG7121EA,,InService,,"Florence, Italy",,CSA,,,,OM,CE0001041,SHELL,SHELL,CE0001041,Oman Lng Building Sarouj Street,Shatti Al Qurum Area,MUSCAT,OMAN,OM,Oman,116,,OMAN,OM,Oman,Po Box 888,Po Box 888,SUR,OMAN,CAT061069,OMAN LIQUEFIED NATURAL GAS L L C,,411,SUR,,Y,,,,645203225,OMAN LNG LLC,645203225,OMAN LNG LLC,Y,22.660274,59.404443,Active,InService,PLA00446752,N,Sur Desalination Plant,Al Sharqiah,SUR,,560,,N,MPCCE0001041,,,,,,,,,,,2000-11-07,SUR-GT-1-KT-1420,PLA00446752,Active,Simple Cycle,InService,UNI270166,"Al Ruzeiqi, Abdullah",212727654,AGR92,Oman LNG,,N,DRY LOW NOX 1,,,,,,,,,,,GE,Mark V,TMR,,"2854318,2856244,285X050,285X073,2856312,YSW6,XO00001",2024-12-31,2009-01-01,,Compressor,,,Continuous - Greater than 6000 hrs/yr,"Desertic (dry, hot, dust)",FR-7,,2000-11-07,,22.660274,59.404443,SUR-GT-1-KT-1420-GT,UNI270166,Active,SY0501876,,,,,,,,N,,,PulseJet,,,,,,,,,BAKER HUGHES,1607000.0,,,,1607000
572,G08144,,G08144,,CAT726298,"DONGGI SENORO LNG, PT",DONGGI,INDONESIA,Asia Pacific,HD Gas Turbine,,52D,,MS5002D,,InService,,"Florence, Italy",,CSA,,,,ID,CE0001221,MITSUBISHI,MITSUBISHI,CE0001221,"2-3-1, MARUNOUCHI",MITSUBISHI SHOJI BLDG.,CHIYODA-KU,JAPAN,JP,Japan,100-8086,TOKYO,JAPAN,JP,Japan,"2-3-1, MARUNOUCHI",MITSUBISHI SHOJI BLDG.,CHIYODA-KU,JAPAN,690546460,MITSUBISHI CORPORATION,TOKYO,100-8086,DONGGI LNG,Natural gas,Y,,,,690546460,MITSUBISHI CORPORATION,690546460,MITSUBISHI CORPORATION,Y,-1.252126,122.587666,Active,InService,PLA00026081,N,"USO VILLAGE, BATUI",,BANGGAI,,94762,SULAWESI TENGAH,N,MPCCE0001221,,,,,,,,,,,2015-08-02,DONGGI SENORO LNG-GT-051-CG-1003,PLA00026081,Active,Simple Cycle,InService,UNI258573,"Filipello, Stefano",212327364,AGR313,Donggi Senoro LNG,,N,Lean Head End,,,,,,,,,,,GE,Mark VIe,TMR,,"2854413,285X127,285X058,2856307,169269",2033-02-08,2014-11-01,90.0,Compressor,,33.0,Continuous - Greater than 6000 hrs/yr,"Tropical (damp, hot)",FR-5,,2015-08-02,,-1.252126,122.587666,DONGGI SENORO LNG-GT-051-CG-1003-GT,UNI258573,Active,SY0501847,,,,,,,,,,,Multistage 2 - HE,,,N,2016-11-28,,,1625990.0,2015-08-02,BAKER HUGHES,,33.0,,20.0,1605990
573,821387,,G08492,,CAT135603,CHENIERE ENERGY INCORPORATED,CHENIERE SABINE PASS LNG,UNITED STATES,North America,AD Gas Turbine,,PGT25+G4,,HA-MGW,,InService,,"Florence, Italy",,CSA,,,,US,CE0015697,CHENIERE ENERGY,CHENIERE ENERGY,CE0015697,700 MILAM ST STE 800,,HOUSTON,UNITED STATES,US,United States of America,77002-2835,TX,UNITED STATES,US,United States of America,700 MILAM ST STE 800,,HOUSTON,UNITED STATES,008601684,"CHENIERE ENERGY, INC.",TX,77002-2835,CHENIERE SABINE PASS LNG,Natural gas,Y,,,,008601684,"CHENIERE ENERGY, INC.",008601684,"CHENIERE ENERGY, INC.",Y,29.74891,-93.86741,Active,InService,PLA00237040,N,9243 GULF BEACH HWY,,CAMERON,United States of America,70631-0000,LA,N,MPCCE0015697,BLC330510,CHENIERE SABINE PASS LNG TR2,InService,PLA00237040,Active,,,,Onshore,,2016-09-16,CHENIERE SABINE PASS LNG TR2 ET1 - 12TC-1511,BLC330510,Active,Ethylene Refrigerant (LNG),InService,UNI260445,"Rigaglia, Pierangelo",105046212,AGR334,Cheniere Sabine Pass,,Y,Singular Annular Combustor (SAC),,,,,,,,,,,GE,Mark VIe,Dual,,"239X002,2854400,2854401,285X029,239X007,2854458,2854501,2854459,2392373,2392374,2392388,2392389,2392270",2039-12-17,2015-01-01,100.0,Compressor,,42.0,Continuous - Greater than 6000 hrs/yr,Marine (salty),LM2500+G4,,2016-09-16,,29.74891,-93.8674,CHENIERE SABINE PASS LNG TR2 ET1 - 12TC-1511/GT,UNI260445,Active,SY0501845,,,,,,,,,,Variable,Multistage 4 + HE,,,N,2018-03-14,,,1629126.0,2016-09-15,BAKER HUGHES,,42.0,,-5.0,1609126
574,850210,,850210,,CAT531555,TURKISH PETROLEUM REFINERIES CORPORATION,IZMIT REFINERY,TURKEY,MENAT,HD Gas Turbine,,61B,,PG6581B,,InService,,GE Design - Energy Products Europe,,CSA,,,,TR,CE0063626,TUPRAS IZMIT REFINERY MANAGEMENT,KOC HOLDING,CE0002094,"Kuzguncuk Nakkastepe, No.1 Nakkastepe Azizbey Sokak",Kuzguncuk Uskudar,ANATOLIA,TURKEY,TR,Turkey,34674,34,TURKEY,TR,Turkey,Batman Rafineri Mudurlugu,Merkez,BATMAN,TURKEY,566704369,TUPRAS TURKIYE PETROLLERI ANONIM SIRKETI,,72100,,,Y,,,,628139974,KOC HOLDING ANONIM SIRKETI,628139974,KOC HOLDING ANONIM SIRKETI,Y,40.7506769,29.7640817,Active,InService,PLA00447286,N,GUNEY MAHALLESI PETROL CAD. NO:25,,KORFEZ KOCAELI,Turkey,41780,,N,MPCCE0002094,,,,,,,,,,,2015-02-27,IZMIT REFINERY-GT-2,PLA00447286,Active,Combined Cycle,InService,UNI282002,"Khazzaka, Elie",105048372,AGR621,TUPRAS,,,DRY LOW NOX 1,,,,,,,,,,,GE,Mark VIe,TMR,,"2854585,2856389,YSW5,XT00001",2028-05-31,2019-10-01,,Generator,,,Continuous - Greater than 6000 hrs/yr,,FR-6,,2015-02-06,,40.754136,29.764436,IZMIT REFINERY-GT-2-GT,UNI282002,Active,SY0501736,,,,,,,,,,,,,,,,,,,,GE,,,,,
575,820016,,7216538,,CAT135603,CHENIERE ENERGY INCORPORATED,CHENIERE SABINE PASS LNG,UNITED STATES,North America,AD Gas Turbine,,LM25C+,,PR-MGD,,InService,,GE Aero Energy Products,,CSA,,,,US,CE0015697,CHENIERE ENERGY,CHENIERE ENERGY,CE0015697,700 MILAM ST STE 800,,HOUSTON,UNITED STATES,US,United States of America,77002-2835,TX,UNITED STATES,US,United States of America,700 MILAM ST STE 800,,HOUSTON,UNITED STATES,008601684,"CHENIERE ENERGY, INC.",TX,77002-2835,CHENIERE SABINE PASS LNG,Natural gas,Y,,,,008601684,"CHENIERE ENERGY, INC.",008601684,"CHENIERE ENERGY, INC.",Y,29.74891,-93.86741,Active,InService,PLA00237040,N,9243 GULF BEACH HWY,,CAMERON,United States of America,70631-0000,LA,N,MPCCE0015697,BLC330761,CHENIERE SABINE PASS LNG GTG,InService,PLA00237040,Active,,,,Onshore,,2009-02-13,CHENIERE SABINE PASS LNG GTG D,BLC330761,Active,Power Generation,InService,UNI252405,"Rigaglia, Pierangelo",105046212,AGR334,Cheniere Sabine Pass,,,DRY LOW EMISSIONS (DLE),,,,,,,,,,,oOEM,Woodward Micronet+,,,"239X002,2854400,2854401,285X029,239X007,2854458,2854501,2854459,2392373,2392374,2392388,2392389,2392270",2039-12-17,2015-01-01,,Generator,,,Mid Merit 1500-6000 hrs/yr with weekly starts,Continental,LM2500+,,2009-02-13,,29.74891,-93.8674,CHENIERE SABINE PASS LNG GTG D/GT,UNI252405,Active,SY0501695,,,,,,,,,,Variable,,,,,,,,,,GE,,,,,
576,821251,,G08272,,CAT285310,GLNG OPERATIONS PTY LTD,GLADSTONE,AUSTRALIA,Asia Pacific,AD Gas Turbine,,PGT25+G4,,HB-MGD,,InService,,"Florence, Italy",,CSA,,,,AU,CE0001550,PETRONAS,PETRONAS,CE0001550,60 FLINDERS ST,,ADELAIDE,AUSTRALIA,AU,Australia,5000,SOUTH AUSTRALIA,AUSTRALIA,AU,Australia,60 FLINDERS ST,,ADELAIDE,AUSTRALIA,759470466,GLNG OPERATIONS PTY LTD,SOUTH AUSTRALIA,5000,,,N,,,,759470466,GLNG OPERATIONS PTY LTD,759470466,GLNG OPERATIONS PTY LTD,N,-23.756385,151.19071,Active,InService,PLA00232973,N,32 TURBOT STREET,LEVEL 22 SANTOS PLACE,BRISBANE,Australia,4000,QUEENSLAND,N,MPCCE0001550,,,,,,,,,Onshore,,2015-12-21,GLADSTONE-GT-3314-TC-1411,PLA00232973,Active,Simple Cycle,InService,UNI252049,"Parascandola, Antonio",105053566,AGR359,GLNG,32.0,N,DRY LOW EMISSIONS (DLE),,,,,,,,,,,GE,Mark VIe,Dual,,"2854407,2854408,GSW0026,285X057,GSW0031",2024-03-27,2015-07-01,70.0,Compressor,,42.0,Continuous - Greater than 6000 hrs/yr,Marine (salty),LM2500+G4,,2015-12-21,,-23.77588,151.210756,GLADSTONE-GT-3314-TC-1411-GT,UNI252049,Active,SY0501693,,,,,,,,,,Variable,Multistage 3 - HE,,,N,2017-07-31,,,1629035.0,2016-02-01,BAKER HUGHES,1609035.0,42.0,,4.0,1609035
577,299219,,G08639,,652014622,MALAYSIA LNG SDN. BHD.,BINTULU - TRAIN 9,MALAYSIA,Asia Pacific,HD Gas Turbine,,71EA,,MS7001EA,,InService,,"Florence, Italy",,CSA,,,,MY,CE0001550,PETRONAS,PETRONAS,CE0001550,ARAS 3 BLOCK B8 BAHAGIAN INNOVASI & PENGURUSAN SUMBER MANUSIA,KOMPLEKS JABATAN PERDANA MENTERI,PUTRAJAYA,MALAYSIA,MY,Malaysia,62502,WILAYAH PERSEKUTUAN PUTRAJAYA,MALAYSIA,MY,Malaysia,TOWER 1 PETRONAS TWIN TOWERS,,KUALA LUMPUR,MALAYSIA,652170754,PETRONAS PENAPISAN (MELAKA) SDN BHD,WILAYAH PERSEKUTUAN KUALA LUMPUR,50088,BINTULU,Natural gas,N,,,,659351720,GOVERNMENT OF MALAYSIA,659351720,GOVERNMENT OF MALAYSIA,Y,3.285363,113.085769,Active,InService,PLA00237301,N,PETRONAS LNG COMPLEX,JALAN TANJUNG KIDURONG,BINTULU,Malaysia,97007,SARAWAK,N,MPCCE0001550,,,,,,,,,,,2016-08-03,BINTULU-TRAIN 9-GT-9KG-91440,PLA00237301,Active,Simple Cycle,InService,UNI273954,"Goh, Joo Hua",300004213,AGR637,MLNG Renewal,0.0,N,DRY LOW NOX 1,,,,,,,,,,,GE,Mark VIe,TMR,,"2858218,285X174,2858219,239X036,XM00002,2400199",2030-07-31,2021-02-01,100.0,Compressor,,36.0,Continuous - Greater than 6000 hrs/yr,Marine (salty),FR-7,,2016-08-03,,3.285363,113.085769,BINTULU-TRAIN 9-GT-9KG-91440-GT,UNI273954,Active,SY0501642,,,,,,,,,,,Multistage 4 + HE,,,N,2017-05-31,,,1627076.0,2016-08-03,BAKER HUGHES,1607075.0,36.0,,19.0,1607076
578,821440,,G08590,,CAT824170,SBM OFFSHORE DO BRASIL LTDA,CIDADE DE ILHABELA,BRAZIL,Latin America,AD Gas Turbine,,LM25C+G4,,RC-MD,,InService,,"Florence, Italy",,CSA,,"Oliveira Filho, Jorge",210030578.0,BR,CE0002061,SBM OFFSHORE,SBM OFFSHORE,CE0002061,AV. RIO BRANCO 108,"14º, 15º E 24º AND.",RIO DE JANEIRO,BRAZIL,BR,Brazil,20040-001,RIO DE JANEIRO,BRAZIL,BR,Brazil,"RUA JOSÉ DE AGUIAR FRANCO, 327 COSTA DO SOL",,MACAÉ,BRAZIL,CAT380180,SBM OFFSHORE,RIO DE JANEIRO,27923-030,CIDADE DE ILHABELA,,N,,,,899654478,SBM OFFSHORE DO BRASIL LTDA.,899654478,SBM OFFSHORE DO BRASIL LTDA.,Y,-24.886436,-43.505859,Active,InService,PLA00236335,N,"SAPINHOÁ FIELD, IN THE SANTOS BASIN PRE-SALT CLUSTER",310 KM FROM SAO PAULO COAST,TERRITORIAL WATERS,Brazil,00000-000,SÃO PAULO,N,MPCCE0002061,,,,,,,,,Offshore - FPSO,,2014-03-12,CIDADE DE ILHABELA-GT-A-T1120,PLA00236335,Active,Simple Cycle,InService,UNI254989,"Oliveira Filho, Jorge",210030578,AGR375,SBM,5.0,N,Singular Annular Combustor (SAC),,,,,,,,,,,GE,Mark VIe,Dual,,"285X075,285X076,285X077,285X078,285X079,SBM-OnShore,2856394,2856395,2856396,2856397,2856398,SBM Onshore Post reset,2856399,2398329",2033-05-19,2015-12-31,100.0,Generator,,40.0,Continuous - Greater than 6000 hrs/yr,Marine (salty),LM2500+G4,,2014-03-12,,-25.67191,-43.20611,CIDADE DE ILHABELA-GT-A-T1120-GT,UNI254989,Active,SY0501535,,,,,,,,,,Variable,Multistage 3,,,N,2015-03-11,"Depizzol, Cleber Fabiano",204058704.0,1723639.0,2014-03-12,BAKER HUGHES,,40.0,,11.0,1703639
579,298423,,298423,,CAT806533,SAKHALIN ENERGY INVEST CO LTD,SAKHALIN ISLAND,RUSSIAN FEDERATION,Russia & CIS,HD Gas Turbine,,71EA,,PG7121EA,,InService,,GE Greenville,,CSA,,,,RU,CE0001137,GAZPROM,GAZPROM,CE0001137,35 DZERZHINSKOGO UL.,,YUZHNOSAKHALINSK,RUSSIAN FEDERATION,RU,Russian Federation,693020,,RUSSIAN FEDERATION,RU,Russian Federation,35 DZERZHINSKOGO STREET,,YUZHNOSAKHALINSK,RUSSIAN FEDERATION,CAT354651,SAKHALIN ENERGY INVEST CO LTD,,693000,,,Y,,,,365984850,SAKHALIN ENERGY INVESTMENT COMPANY LTD. BRANCH,365984850,SAKHALIN ENERGY INVESTMENT COMPANY LTD. BRANCH,Y,46.628961,142.911077,Active,InService,PLA00233393,N,"9 KM E OF KORSAKOV, SAKHALIN II LNG PLANT",,KORSAKOV,Russian Federation,694011,SAKHALIN OBLAST,N,MPCCE0001137,,,,,,,,,,,2008-03-14,SAKHALIN ISLAND-GT-PMR-1KT1440,PLA00233393,Active,Simple Cycle,InService,UNI255708,"Yakhontov, Yaroslav",212396009,AGR275,Sakhalin II,0.0,,DRY LOW NOX 1,,,,,,,,,,,GE,Mark VI,TMR,,"2854311,2854319,285X043,285X053,Sakhalin On shore - new DT,Sakhalin On shore - DT Jan 2022",2033-09-01,2013-01-01,,Compressor,,7.0,Continuous - Greater than 6000 hrs/yr,Marine (salty),FR-7,,2008-03-14,,46.628987,142.910063,SAKHALIN ISLAND-GT-PMR-1KT1440-GT,UNI255708,Active,SY0501432,,,,,,,,N,,,,,SYSTEM 1,N,2008-12-30,"Gramegna, Luca",105030490.0,1627022.0,2008-03-14,GE,1607021.0,34.0,,-33.0,1607022
580,G08361,,G08361,,CAT863248,KUWAIT NATIONAL PETROLEUM CO,MINA AL AHMADI,KUWAIT,MENAT,HD Gas Turbine,,52C,,MS5002C,,InService,,"Florence, Italy",,CSA,,,,KW,CE0037667,KUWAIT PETROLEUM CORPORATION,KUWAIT NATIONAL PETROLEUM COMPANY,CE0002023,OIL SECTOR BUILDING GULF ROAD,SHUWAIKH AREAPO BOX 26565,SAFAT,KUWAIT,KW,Kuwait,13126,,KUWAIT,KW,Kuwait,OIL SECTOR BUILDING GULF ROAD,SHUWAIKH AREAPO BOX 26565,SAFAT,KUWAIT,644895807,KUWAIT PETROLEUM CORPORATION,,13126,,Chemicals (incl. petrochem),Y,,,,644895807,KUWAIT PETROLEUM CORPORATION,644895807,KUWAIT PETROLEUM CORPORATION,Y,29.062055,48.133565,Active,InService,PLA00234344,N,MINA AL-AHMADI REFINERY,P.O. BOX 10252,MINA SHUAIBA,,65453,,N,MPCCE0002023,,,,,,,,,,,2015-05-23,MINA AL AHMADI-GT-C-235-001A-T,PLA00234344,Active,Simple Cycle,InService,UNI273085,"Khazzaka, Elie",105048372,AGR183,KNPC,,N,Standard (Non DLN),,,,,,,,,,,GE,Mark VIe,TMR,,"285X067,2856364,2854521",2023-01-19,2010-11-01,,Compressor,,,Continuous - Greater than 6000 hrs/yr,"Desertic (dry, hot, dust)",FR-5,,2015-05-23,,29.052943,48.137873,MINA AL AHMADI-GT-C-235-001A-T-GT,UNI273085,Active,SY0501387,,,,,,,,,,,PulseJet,,,,,,,,,BAKER HUGHES,1800055.0,,,,1800055
581,808681,,808681,,CAT801197,HIBERNIA MANAGEMENT AND DEVELOPMENT COMPANY LTD.,HIBERNIA PLATFORM,CANADA,North America,AD Gas Turbine,,LM25C,,PE-MG,,InService,,Dresser Rand,,CSA,,,,CA,CE0001023,EXXONMOBIL,EXXONMOBIL,CE0001023,10 Corisande Dr,,ST. JOHNS,CANADA,CA,,A1N 5A4,NL,CANADA,CA,,10 Corisande Dr,,ST. JOHNS,CANADA,257033076,HIBERNIA MANAGEMENT AND DEVELOPMENT COMPANY LTD.,NL,A1N 5A4,HIBERNIA PLATFORM,"Oil exploration, extraction & refining",Y,,,,257033076,HIBERNIA MANAGEMENT AND DEVELOPMENT COMPANY LTD.,257033076,HIBERNIA MANAGEMENT AND DEVELOPMENT COMPANY LTD.,Y,46.75062,-48.78239,Active,InService,PLA00235275,N,"Hibernia Oilfield, Jeanne DArc Basin","315km E Of St JohnS, Nl",TERRITORIAL WATERS,,N0N 0N0,IW,N,MPCCE0001023,,,,,,,,,Offshore - Platform,,1997-08-01,HIBERNIA PLATFORM GT Z 7101A,PLA00235275,Active,Simple Cycle,InService,UNI275731,"Moros, Scott",morosco,AGR394,EXXON HIBERNIA,,,Singular Annular Combustor (SAC),,,,,,,,,,,oOEM,Woodward Netcon 5000,,,"2851056,2851058,285X122,239X032,GE CAD_Hibernia 51384",2030-12-30,2015-06-29,,Generator,,,Continuous - Greater than 6000 hrs/yr,Marine (salty),LM2500,,1997-08-01,,46.75062,-48.78239,HIBERNIA PLATFORM-GT-Z-7101A-GT,UNI275731,Active,SY0501382,,,,,,,,,,Variable,,,,,,,,,,DRESSER RAND,,,,,
582,821963,,G08759,,CAT818960,SBM OFFSHORE DO BRASIL LTDA,CIDADE DE MARICA,BRAZIL,Latin America,AD Gas Turbine,,LM25C+G4,,RC-MD,,InService,,"Florence, Italy",,CSA,,"Oliveira Filho, Jorge",210030578.0,BR,CE0002061,SBM OFFSHORE,SBM OFFSHORE,CE0002061,AV. RIO BRANCO 108,"14º, 15º E 24º AND.",RIO DE JANEIRO,BRAZIL,BR,Brazil,20040-001,RIO DE JANEIRO,BRAZIL,BR,Brazil,"RUA JOSÉ DE AGUIAR FRANCO, 327 COSTA DO SOL",,MACAÉ,BRAZIL,CAT380180,SBM OFFSHORE,RIO DE JANEIRO,27923-030,CIDADE DE MARICA,,Y,,,,899654478,SBM OFFSHORE DO BRASIL LTDA.,899654478,SBM OFFSHORE DO BRASIL LTDA.,Y,-25.26977,-42.87926,Active,InService,PLA00235308,N,"LULA OILFIELD, WITHIN M-S-11 BLOCK IN THE SANTOS BASIN",,TERRITORIAL WATERS,Brazil,00000-000,RIO DE JANEIRO,N,MPCCE0002061,,,,,,,,,Offshore - FPSO,,2015-03-31,CIDADE DE MARICA-GT-A-T1130,PLA00235308,Active,Simple Cycle,InService,UNI259326,"Oliveira Filho, Jorge",210030578,AGR375,SBM,5.0,N,Singular Annular Combustor (SAC),,,,,,,,,,,GE,Mark VIe,Dual,,"285X075,285X076,285X077,285X078,285X079,SBM-OnShore,2856394,2856395,2856396,2856397,2856398,SBM Onshore Post reset,2856399,2398329",2033-05-19,2015-12-31,100.0,Generator,,40.0,Continuous - Greater than 6000 hrs/yr,Marine (salty),LM2500+G4,,2015-03-31,,-25.2698,-42.8793,CIDADE DE MARICA-GT-A-T1130-GT,UNI259326,Active,SY0501224,,,,,,,,,,Variable,Multistage 2 - HE,,,N,2017-02-12,,,1723645.0,2016-03-15,BAKER HUGHES,,40.0,,11.0,1703645
583,G06510,,G06510,,CAT770123,"FLORIDA GAS TRANSMISSION COMPANY, LLC",SILVER SPRINGS,UNITED STATES,North America,HD Gas Turbine,,GE10/2,,GE10/2,,InService,,"Florence, Italy",,CSA,,,,US,CE0001054,KINDER MORGAN,KINDER MORGAN,CE0001054,1400 SMITH ST STE 3902,P.O. BOX 1188,HOUSTON,UNITED STATES,US,United States of America,77002-7327,TX,UNITED STATES,US,United States of America,5051 WESTHEIMER RD # 1428,P.O. BOX 1188,HOUSTON,UNITED STATES,006924518,"FLORIDA GAS TRANSMISSION COMPANY, LLC",TX,77056-5622,SILVER SPRINGS,,Y,,FLORIDA GAS TRANSMISSION,,161681606,CITRUS CORPORATION,161681606,CITRUS CORPORATION,Y,29.29783,-81.8328,Active,InService,PLA00446539,N,CR 314,,SILVER SPRINGS,,34489-0000,FL,N,MPCCE0001054,,,,,,,,,,,2002-03-29,SILVER SPRINGS-GT-ST.1706,PLA00446539,Active,Simple Cycle,InService,UNI277285,"Rigaglia, Pierangelo",105046212,AGR142,Florida Gas,,N,K-ONE - Variable Geometry,,,,,,,,,,,GE,Mark VI,Simplex,,"2392043,239X003,2854416,2854417,285X037,285X038",2026-06-25,2015-06-25,,Compressor,,,Mid Merit 1500-6000 hrs/yr with weekly starts,"Tropical (damp, hot)",SMALL FRAMES,,2002-03-29,,29.29783,-81.8328,SILVER SPRINGS-GT-ST.1706-GT,UNI277285,Active,SY0501138,,,,,,,,,,,PulseJet,,,,,,,,,BAKER HUGHES,,,,,1604868
